Longitude,Latitude,Supervisor District,Police District,Analysis Neighborhood
-122.43023750181504,37.78359535656704,5.0,Northern,Western Addition
-122.43023323756816,37.77978279323558,5.0,Northern,Western Addition
-122.43018283344418,37.79585351634525,2.0,Northern,Pacific Heights
-122.43018123813609,37.729859825275966,11.0,Ingleside,Excelsior
-122.43016970132632,37.72654377709943,11.0,Ingleside,Excelsior
-122.43016838316078,37.787440824364865,5.0,Northern,Pacific Heights
-122.43016737676396,37.77070918797817,5.0,Park,Hayes Valley
-122.43014957088664,37.71087217125574,11.0,Ingleside,Excelsior
-122.43012931619916,37.75720270579642,8.0,Mission,Castro/Upper Market
-122.43011794928373,37.76441973892802,8.0,Mission,Castro/Upper Market
-122.43011520662944,37.75636008129562,8.0,Mission,Castro/Upper Market
-122.43011091894242,37.72993058715464,11.0,Ingleside,Excelsior
-122.4300814551986,37.76766211979125,8.0,Park,Castro/Upper Market
-122.43007362095165,37.77024306471976,5.0,Park,Hayes Valley
-122.43007168017608,37.737449311366646,8.0,Ingleside,Glen Park
-122.43004726647476,37.778850927231275,5.0,Northern,Western Addition
-122.4300449975357,37.80351781815056,2.0,Northern,Marina
-122.43003800709896,37.75555614570098,8.0,Mission,Noe Valley
-122.4300261514751,37.722397870557415,11.0,Mission,Excelsior
-122.42998927774914,37.79489493636311,2.0,Northern,Pacific Heights
-122.42997893501315,37.786503857580136,5.0,Northern,Japantown
-122.42997802743484,37.71814755784574,11.0,Ingleside,Excelsior
-122.4299616769325,37.754761229669455,8.0,Mission,Noe Valley
-122.4299474742717,37.74189009374867,8.0,Ingleside,Noe Valley
-122.42992735294544,37.711573981161024,11.0,Ingleside,Excelsior
-122.42992612183986,37.76606305964936,8.0,Mission,Castro/Upper Market
-122.4299056437901,37.7694079207587,8.0,Southern,Castro/Upper Market
-122.42989602358388,37.70886720307003,11.0,Ingleside,Excelsior
-122.42988444026606,37.753956869938605,8.0,Mission,Noe Valley
-122.42985540497249,37.80258332848219,2.0,Northern,Marina
-122.42984920122142,37.77791929478707,5.0,Northern,Western Addition
-122.42984027586694,37.74075294311283,8.0,Ingleside,Glen Park
-122.42980777778033,37.75315847395341,8.0,Mission,Noe Valley
-122.42980398313114,37.79397724418211,2.0,Northern,Pacific Heights
-122.42978259351794,37.78556384617361,5.0,Northern,Japantown
-122.42977056816274,37.76444075205372,8.0,Mission,Castro/Upper Market
-122.42976635245844,37.73145972927425,11.0,Ingleside,Outer Mission
-122.42973130316813,37.752362000689736,8.0,Mission,Noe Valley
-122.42969864106348,37.735027418592374,8.0,Ingleside,Glen Park
-122.42969860037697,37.71226439886632,11.0,Ingleside,Excelsior
-122.42968688476122,37.77697602158848,5.0,Northern,Hayes Valley
-122.42966684643908,37.80165391431781,2.0,Northern,Marina
-122.42965871075012,37.751570853078725,8.0,Mission,Noe Valley
-122.4296521266366,37.724343336092694,11.0,Ingleside,Excelsior
-122.42962633203948,37.7765131507613,5.0,Northern,Hayes Valley
-122.42962524325227,37.79309847505489,2.0,Northern,Pacific Heights
-122.42959915554684,37.720090313212864,11.0,Ingleside,Excelsior
-122.42957653713648,37.75076201796492,8.0,Mission,Noe Valley
-122.42957069966148,37.73103988744256,11.0,Ingleside,Outer Mission
-122.42956694612444,37.73432317773693,8.0,Ingleside,Outer Mission
-122.42955405793654,37.776044284872675,5.0,Northern,Hayes Valley
-122.42952456719712,37.73691820128925,8.0,Ingleside,Glen Park
-122.42950008687838,37.74996450121627,8.0,Mission,Noe Valley
-122.42949632650812,37.73782382635252,8.0,Ingleside,Glen Park
-122.42947088544138,37.80067840662268,2.0,Northern,Marina
-122.42945988700195,37.77557737517824,5.0,Northern,Hayes Valley
-122.4294471932749,37.79221689701491,2.0,Northern,Pacific Heights
-122.42942785436504,37.76446148144659,8.0,Mission,Castro/Upper Market
-122.42942276323872,37.74915785209291,8.0,Mission,Noe Valley
-122.42942200371436,37.73339282254485,8.0,Ingleside,Outer Mission
-122.42936586083005,37.7751111795051,5.0,Northern,Hayes Valley
-122.42934650028012,37.74836226242877,8.0,Mission,Noe Valley
-122.4292902024772,37.79978813501825,2.0,Northern,Marina
-122.42928919905545,37.70887063247773,11.0,Ingleside,Excelsior
-122.42928020035076,37.72628170676711,11.0,Ingleside,Excelsior
-122.42927263064112,37.77464892346568,5.0,Northern,Hayes Valley
-122.42927002845536,37.74756446628815,8.0,Mission,Noe Valley
-122.42926981744944,37.79133863580754,2.0,Northern,Pacific Heights
-122.42926866826564,37.709614778424935,11.0,Ingleside,Excelsior
-122.4292494398408,37.72202599380391,11.0,Ingleside,Excelsior
-122.42923412486644,37.75319285523008,8.0,Mission,Noe Valley
-122.42922462065675,37.77035061756687,8.0,Park,Hayes Valley
-122.42919320004869,37.746762926662015,8.0,Ingleside,Noe Valley
-122.42917834465946,37.774181421508935,5.0,Northern,Hayes Valley
-122.4291713622255,37.71776171883061,11.0,Ingleside,Excelsior
-122.42915692232567,37.752349318311566,8.0,Mission,Noe Valley
-122.42912798697296,37.769456127696515,8.0,Park,Hayes Valley
-122.4291162429074,37.74596003998095,8.0,Ingleside,Noe Valley
-122.42911214124776,37.7822970726532,5.0,Northern,Western Addition
-122.42910223918892,37.79885752312248,2.0,Northern,Marina
-122.42909226976651,37.79045949832417,2.0,Northern,Pacific Heights
-122.42905378678869,37.76867459887541,8.0,Park,Castro/Upper Market
-122.42904060264011,37.781847438583505,5.0,Northern,Western Addition
-122.42903667296396,37.74516538620431,8.0,Ingleside,Noe Valley
-122.42899398949278,37.73548525853004,8.0,Ingleside,Glen Park
-122.428990052795,37.77324779963808,5.0,Park,Hayes Valley
-122.42897710882517,37.7363880345204,8.0,Ingleside,Glen Park
-122.42896877346168,37.76772916992431,8.0,Tenderloin,Castro/Upper Market
-122.42895947402056,37.74436323860581,8.0,Ingleside,Noe Valley
-122.42894856756236,37.76750445867602,8.0,Mission,Castro/Upper Market
-122.42891397690136,37.79792540700026,2.0,Northern,Marina
-122.42891141803588,37.74195291001208,8.0,Ingleside,Glen Park
-122.42890531045148,37.78953373948388,5.0,Northern,Pacific Heights
-122.42890304814804,37.72822171105787,11.0,Ingleside,Excelsior
-122.42888268662789,37.743565341494985,8.0,Ingleside,Noe Valley
-122.42884939405216,37.75483209390898,8.0,Mission,Noe Valley
-122.42883652782936,37.72395457176283,11.0,Ingleside,Excelsior
-122.42881914900948,37.766130012668775,8.0,Mission,Castro/Upper Market
-122.42880559654122,37.74276428684755,8.0,Ingleside,Noe Valley
-122.4288046128184,37.71971158999404,11.0,Ingleside,Excelsior
-122.42880210298868,37.772315845350185,5.0,Northern,Hayes Valley
-122.42873612917286,37.740121824618925,8.0,Ingleside,Glen Park
-122.42872857991728,37.74196398963683,8.0,Ingleside,Glen Park
-122.42872774072396,37.73850244225909,8.0,Ingleside,Glen Park
-122.42872540381616,37.79699172390574,2.0,Northern,Marina
-122.42871211214432,37.78857706706362,5.0,Northern,Pacific Heights
-122.4287081069352,37.771849753040605,5.0,Northern,Hayes Valley
-122.42869535995196,37.75322514327775,8.0,Mission,Noe Valley
-122.42866697146904,37.72853443174584,11.0,Ingleside,Excelsior
-122.42866513028684,37.76450761219125,8.0,Mission,Castro/Upper Market
-122.4286571643094,37.76773488710466,8.0,Mission,Castro/Upper Market
-122.4286145716948,37.75238228485067,8.0,Mission,Noe Valley
-122.42861404454372,37.77138332919088,5.0,Park,Hayes Valley
-122.42857510738612,37.763576332444025,8.0,Mission,Castro/Upper Market
-122.42855957252286,37.733473129570136,8.0,Ingleside,Outer Mission
-122.42854785025972,37.751637796979566,8.0,Mission,Noe Valley
-122.42853781443416,37.79606289177678,2.0,Northern,Pacific Heights
-122.4285250123337,37.78765056083807,5.0,Northern,Pacific Heights
-122.42852017481844,37.77091785292598,5.0,Park,Hayes Valley
-122.42850875070256,37.76288986498137,8.0,Mission,Castro/Upper Market
-122.42848229287893,37.72590081336784,11.0,Ingleside,Excelsior
-122.4284656888279,37.75082896742674,8.0,Mission,Noe Valley
-122.428436981761,37.73495094861108,8.0,Ingleside,Outer Mission
-122.4284321332757,37.721634672027925,11.0,Ingleside,Excelsior
-122.42843121132712,37.762087690546814,8.0,Mission,Castro/Upper Market
-122.4284292286722,37.73585745035081,8.0,Ingleside,Glen Park
-122.428426181173,37.770451759416225,8.0,Park,Hayes Valley
-122.42840027589088,37.80372712877811,2.0,Park,Marina
-122.42838994658086,37.73078874215092,11.0,Ingleside,Excelsior
-122.4283891803996,37.75003071836266,8.0,Mission,Noe Valley
-122.42837146546955,37.717379533467806,11.0,Ingleside,Excelsior
-122.4283540660218,37.7612895722579,8.0,Mission,Castro/Upper Market
-122.42834448479346,37.795105609875066,2.0,Northern,Pacific Heights
-122.428335614548,37.78671265454312,5.0,Northern,Japantown
-122.4283280014735,37.7300213924819,11.0,Ingleside,Excelsior
-122.42827823341598,37.76049100603578,8.0,Mission,Castro/Upper Market
-122.42826844907457,37.72928367096209,11.0,Ingleside,Excelsior
-122.42825612378566,37.73774433476205,8.0,Ingleside,Glen Park
-122.42824149689216,37.786246576578144,5.0,Northern,Japantown
-122.42821030774004,37.80279069007599,2.0,Northern,Marina
-122.42820983526342,37.70902273446436,11.0,Ingleside,Excelsior
-122.42820890288333,37.728545136321664,11.0,Ingleside,Excelsior
-122.42820232430206,37.75969162177683,8.0,Mission,Castro/Upper Market
-122.4281653084773,37.753256906909755,8.0,Mission,Noe Valley
-122.42815905127618,37.7941874003541,2.0,Northern,Pacific Heights
-122.42812628426,37.75889049564497,8.0,Mission,Castro/Upper Market
-122.42811582840268,37.727845926522235,11.0,Ingleside,Excelsior
-122.42810482986036,37.7386763130704,8.0,Ingleside,Glen Park
-122.42810097799504,37.77717811601768,5.0,Northern,Hayes Valley
-122.42808181470272,37.75241466560546,8.0,Mission,Noe Valley
-122.42807401268902,37.72359110115537,11.0,Ingleside,Excelsior
-122.4280501867522,37.75808875571136,8.0,Mission,Castro/Upper Market
-122.4280221000818,37.80186290357173,2.0,Northern,Marina
-122.42800811990348,37.77671970850611,5.0,Northern,Hayes Valley
-122.42799346963064,37.71932494469157,11.0,Ingleside,Excelsior
-122.42798315098464,37.793307476939894,2.0,Northern,Pacific Heights
-122.42796960542547,37.75729223581638,8.0,Mission,Castro/Upper Market
-122.42791489668082,37.73965240278383,8.0,Ingleside,Glen Park
-122.42791371593532,37.77625366680294,5.0,Northern,Hayes Valley
-122.42789160967224,37.75649407297539,8.0,Mission,Castro/Upper Market
-122.42787939203062,37.7420154440137,8.0,Ingleside,Noe Valley
-122.4278649987455,37.76779268701827,8.0,Mission,Castro/Upper Market
-122.42783880404338,37.73469389755032,8.0,Ingleside,Outer Mission
-122.42782503384544,37.80088675365464,2.0,Northern,Marina
-122.42781910073226,37.77578657487239,5.0,Northern,Hayes Valley
-122.42781305938308,37.75569021881807,8.0,Taraval,Noe Valley
-122.42777887211062,37.78392473449428,2.0,Northern,Western Addition
-122.42775734905896,37.766194222958134,8.0,Mission,Castro/Upper Market
-122.4277355614396,37.75489671945784,8.0,Mission,Noe Valley
-122.42772404668868,37.77531730909958,5.0,Northern,Hayes Valley
-122.4277073476846,37.73721373583178,8.0,Ingleside,Glen Park
-122.42770449544896,37.76564283029964,8.0,Mission,Castro/Upper Market
-122.42769501675144,37.73355362728036,8.0,Ingleside,Outer Mission
-122.4276843764496,37.72551990673493,11.0,Ingleside,Excelsior
-122.42765222308554,37.73966839914163,8.0,Ingleside,Glen Park
-122.42764531240132,37.79999725641268,2.0,Northern,Marina
-122.4276446487549,37.72125761874312,11.0,Ingleside,Excelsior
-122.4276310004111,37.774857948188554,5.0,Northern,Hayes Valley
-122.4275843257238,37.782986046610674,5.0,Northern,Western Addition
-122.42758322674972,37.75329178484443,8.0,Mission,Noe Valley
-122.4275799917472,37.72856630132468,11.0,Ingleside,Excelsior
-122.42757165153536,37.71699737738195,11.0,Ingleside,Excelsior
-122.42756044981434,37.76457441622863,8.0,Mission,Castro/Upper Market
-122.42754641814663,37.7743884667864,5.0,Northern,Hayes Valley
-122.42750332458957,37.75244982432538,8.0,Mission,Noe Valley
-122.42749066627594,37.78252299747535,2.0,Northern,Western Addition
-122.427462058806,37.76877049785351,8.0,Mission,Castro/Upper Market
-122.42745729650008,37.799066683554315,2.0,Northern,Marina
-122.42745183366584,37.77392150293231,5.0,Northern,Hayes Valley
-122.42744775609354,37.790666905733474,2.0,Northern,Pacific Heights
-122.42743741452496,37.75170472967116,8.0,Mission,Noe Valley
-122.42742836929656,37.73885401705596,8.0,Ingleside,Glen Park
-122.42740101460274,37.73450732643151,8.0,Ingleside,Bernal Heights
-122.4273963984862,37.78205693816477,5.0,Northern,Western Addition
-122.42735743676651,37.773455461431,5.0,Northern,Hayes Valley
-122.42735463858338,37.75089589790931,8.0,Mission,Noe Valley
-122.4273021094456,37.7274574828607,11.0,Ingleside,Excelsior
-122.42727745035792,37.750096974601504,8.0,Mission,Noe Valley
-122.42726897642036,37.79813458061945,2.0,Northern,Marina
-122.42726040800972,37.78974285892295,5.0,Northern,Pacific Heights
-122.42725330553831,37.7231998817166,11.0,Ingleside,Excelsior
-122.42724011163313,37.76379830426118,8.0,Park,Castro/Upper Market
-122.4272027570075,37.78111712617774,5.0,Northern,Western Addition
-122.42720003870204,37.749295719703305,8.0,Mission,Noe Valley
-122.42719260005414,37.71894318707579,11.0,Ingleside,Excelsior
-122.42716694300437,37.76297284339184,8.0,Mission,Castro/Upper Market
-122.42715844658294,37.77252491645276,5.0,Northern,Hayes Valley
-122.42715550917768,37.73668494994122,8.0,Ingleside,Glen Park
-122.42712276042494,37.748495825146115,8.0,Mission,Noe Valley
-122.42708019458468,37.797200167773944,2.0,Northern,Marina
-122.42706405327606,37.7720588737228,5.0,Northern,Hayes Valley
-122.4270596732852,37.78878689392044,5.0,Northern,Pacific Heights
-122.42704547624606,37.74769585214517,8.0,Ingleside,Noe Valley
-122.4270233332841,37.75332611144042,8.0,Mission,Noe Valley
-122.427016757723,37.780193029586776,5.0,Northern,Western Addition
-122.42696962586282,37.77159265292792,8.0,Park,Hayes Valley
-122.42696826170022,37.74689657897932,8.0,Mission,Noe Valley
-122.42696286071894,37.78832799779113,5.0,Northern,Pacific Heights
-122.42692270591976,37.779725743297526,5.0,Northern,Western Addition
-122.426911707231,37.725151043041315,11.0,Ingleside,Excelsior
-122.42689272970864,37.796272250626885,2.0,Northern,Marina
-122.4268911901054,37.746098766999,8.0,Ingleside,Noe Valley
-122.4268646443297,37.78786244190096,5.0,Northern,Pacific Heights
-122.42685829108402,37.769042388642006,8.0,Mission,Castro/Upper Market
-122.42684757482496,37.71665140070733,10.0,Ingleside,McLaren Park
-122.42684637612442,37.742078028383624,8.0,Ingleside,Noe Valley
-122.42683077579494,37.72086792236934,11.0,Ingleside,Excelsior
-122.4268285575053,37.779257970112454,5.0,Northern,Western Addition
-122.4268223051499,37.74529850032681,8.0,Ingleside,Noe Valley
-122.42678759354004,37.80010629155165,2.0,Northern,Marina
-122.42678718622253,37.756560608018134,8.0,Mission,Noe Valley
-122.4267807667744,37.7706601742933,8.0,Mission,Hayes Valley
-122.42675554497188,37.80393641637486,2.0,Northern,Marina
-122.42674618669886,37.744497406508664,8.0,Ingleside,Noe Valley
-122.42671322775644,37.76898207363323,8.0,Mission,Castro/Upper Market
-122.42669960102346,37.795316270736635,2.0,Northern,Pacific Heights
-122.42669318465524,37.7678690181592,8.0,Mission,Castro/Upper Market
-122.42667038150655,37.743699578796246,8.0,Ingleside,Noe Valley
-122.42666680815432,37.786924665750064,5.0,Northern,Japantown
-122.4266414998512,37.778328562984456,5.0,Northern,Hayes Valley
-122.42663400901058,37.754962267453664,8.0,Mission,Noe Valley
-122.42661929213013,37.73973129519953,8.0,Ingleside,Glen Park
-122.42661594569095,37.76706972875583,8.0,Mission,Castro/Upper Market
-122.4265941581875,37.74289733641199,8.0,Ingleside,Noe Valley
-122.42656520233714,37.802998029490695,2.0,Northern,Marina
-122.4265476875678,37.77786244667798,5.0,Northern,Hayes Valley
-122.4265384660358,37.76626792151857,8.0,Mission,Castro/Upper Market
-122.42651820364426,37.74209790851838,8.0,Ingleside,Glen Park
-122.42651400246147,37.79439754711192,2.0,Northern,Pacific Heights
-122.42650358374097,37.72707628241798,11.0,Ingleside,Excelsior
-122.42649069925302,37.765773605268606,8.0,Mission,Castro/Upper Market
-122.42647785315032,37.753359551834194,8.0,Mission,Noe Valley
-122.4264681529013,37.72282560233111,11.0,Ingleside,Excelsior
-122.42645223923668,37.77738819387254,5.0,Northern,Hayes Valley
-122.42643012778156,37.78506173708372,2.0,Northern,Western Addition
-122.42642286601492,37.72861716029008,11.0,Ingleside,Excelsior
-122.42639116629012,37.73367501603134,8.0,Ingleside,Outer Mission
-122.4263902717282,37.71856072437154,11.0,Ingleside,Excelsior
-122.42638170958058,37.764645687155834,8.0,Mission,Mission
-122.4263773454864,37.802071870743866,2.0,Central,Marina
-122.426359035697,37.77693018292675,5.0,Northern,Hayes Valley
-122.4263352572985,37.79351719313393,2.0,Northern,Pacific Heights
-122.42633288793787,37.7517712949126,8.0,Mission,Noe Valley
-122.4263174795739,37.763970001493696,8.0,Mission,Castro/Upper Market
-122.42630943930544,37.76960259639846,8.0,Mission,Mission
-122.426265956908,37.73251803986587,9.0,Ingleside,Bernal Heights
-122.42626334607084,37.77646430525107,5.0,Northern,Hayes Valley
-122.42625074394692,37.75096238737853,8.0,Mission,Noe Valley
-122.4262284796692,37.76303086932015,8.0,Mission,Castro/Upper Market
-122.42620216450344,37.70830771446085,11.0,Northern,Visitacion Valley
-122.42618004477822,37.80109545463191,2.0,Northern,Marina
-122.42616739374448,37.775997142169274,5.0,Northern,Hayes Valley
-122.42615704434606,37.79263377045513,2.0,Northern,Pacific Heights
-122.4261459859188,37.76216035767575,8.0,Mission,Castro/Upper Market
-122.42614365667414,37.73088141261523,11.0,Ingleside,Excelsior
-122.4261145397248,37.7339544743974,8.0,Ingleside,Bernal Heights
-122.4261091693197,37.800741224733784,2.0,Northern,Marina
-122.4261042719996,37.76263136300396,8.0,Mission,Castro/Upper Market
-122.42609284621008,37.72476011961939,11.0,Ingleside,Excelsior
-122.426084311173,37.73013562652082,11.0,Ingleside,Excelsior
-122.42607650292528,37.76142713261589,8.0,Mission,Mission
-122.42607557680184,37.73835773696991,8.0,Ingleside,Glen Park
-122.42607352828963,37.70934710789241,11.0,Ingleside,Excelsior
-122.42607032528431,37.77552454478846,5.0,Northern,Hayes Valley
-122.42602470591174,37.72939698134441,11.0,Ingleside,Excelsior
-122.42602274402378,37.72049384876167,11.0,Ingleside,Excelsior
-122.42601572594602,37.70888047149938,11.0,Ingleside,Excelsior
-122.42600125086824,37.80020624738465,2.0,Northern,Marina
-122.42598016109676,37.79175692085105,2.0,Northern,Pacific Heights
-122.42596370466042,37.72864102116189,11.0,Ingleside,Excelsior
-122.4259447670439,37.75339223011675,8.0,Mission,Noe Valley
-122.42592030312976,37.75982961249056,8.0,Mission,Castro/Upper Market
-122.42588849947774,37.774598784465354,5.0,Northern,Hayes Valley
-122.4258434235595,37.7590293965877,8.0,Mission,Castro/Upper Market
-122.42583481798472,37.7182793880797,11.0,Ingleside,McLaren Park
-122.42583000733052,37.71930210629127,11.0,Ingleside,Excelsior
-122.42581519477604,37.738951549609865,8.0,Ingleside,Glen Park
-122.4258135909098,37.74214058996624,8.0,Ingleside,Glen Park
-122.42581353216052,37.79927567014091,2.0,Northern,Marina
-122.42580214529944,37.79087442698896,2.0,Northern,Pacific Heights
-122.42579446952148,37.751803450711115,8.0,Mission,Noe Valley
-122.42579431477414,37.774132307643065,5.0,Northern,Hayes Valley
-122.42579180464467,37.73427799690997,8.0,Ingleside,Bernal Heights
-122.42576680805789,37.7582268276792,8.0,Mission,Mission
-122.4257328100754,37.72670832179164,11.0,Ingleside,Excelsior
-122.42570021089418,37.7736662286543,5.0,Northern,Hayes Valley
-122.42568946048748,37.75742966987225,8.0,Mission,Castro/Upper Market
-122.42564957754712,37.722435379782695,11.0,Ingleside,Excelsior
-122.4256255050547,37.7983435358131,2.0,Northern,Marina
-122.4256160545014,37.78995188493875,2.0,Northern,Pacific Heights
-122.42561221703586,37.756631381836904,8.0,Mission,Castro/Upper Market
-122.42560615759972,37.773200389331286,5.0,Northern,Hayes Valley
-122.42557781043506,37.73979470314267,8.0,Ingleside,Glen Park
-122.42554747561172,37.72532256101852,11.0,Ingleside,Excelsior
-122.42553611283276,37.76793870889852,8.0,Mission,Mission
-122.42551205721274,37.77273431106397,5.0,Northern,Hayes Valley
-122.42551025258072,37.737753778351355,8.0,Ingleside,Glen Park
-122.42547935385164,37.72023258570248,11.0,Ingleside,Excelsior
-122.42545718125298,37.75502907813176,8.0,Mission,Noe Valley
-122.4254368676107,37.79740834964961,2.0,Northern,Marina
-122.42542298086832,37.78899469838761,5.0,Northern,Pacific Heights
-122.42535353643298,37.76794970486335,8.0,Mission,Mission
-122.4253305148202,37.78853627976403,2.0,Northern,Western Addition
-122.42532248455882,37.77179534618179,8.0,Park,Hayes Valley
-122.4253026175196,37.75343159040422,8.0,Mission,Noe Valley
-122.42530158640076,37.72438236243679,11.0,Ingleside,Excelsior
-122.42528994074074,37.72867747904134,11.0,Ingleside,Excelsior
-122.42527759169236,37.73820920630181,8.0,Ingleside,Glen Park
-122.42524987582406,37.796481302067,2.0,Northern,Marina
-122.42523650200324,37.788070187301344,2.0,Northern,Western Addition
-122.42520013272777,37.76634882800007,8.0,Southern,Mission
-122.42515395320184,37.73283977318874,9.0,Ingleside,Bernal Heights
-122.42515254308144,37.751841783856264,8.0,Mission,Mission
-122.42514096435798,37.78759652594219,2.0,Northern,Pacific Heights
-122.42513550957302,37.77086854458143,8.0,Park,Hayes Valley
-122.42510952213698,37.804145844453586,2.0,Central,Russian Hill
-122.42507570144058,37.75103315046659,8.0,Mission,Mission
-122.425057305688,37.79552657695645,2.0,Northern,Pacific Heights
-122.42504699558478,37.73212994702763,9.0,Ingleside,Bernal Heights
-122.4250469538071,37.78713043316287,2.0,Northern,Western Addition
-122.42503469028676,37.73354804970769,9.0,Ingleside,Bernal Heights
-122.42502485656384,37.76149115611754,8.0,Mission,Mission
-122.42499922492146,37.75023271661098,8.0,Mission,Noe Valley
-122.42499816810782,37.77853792781995,5.0,Northern,Hayes Valley
-122.42497694528168,37.756669642555934,8.0,Mission,Mission
-122.42492552778424,37.7263229218403,11.0,Ingleside,Excelsior
-122.42492300054997,37.74943490105542,8.0,Mission,Noe Valley
-122.42491880507072,37.80320550752961,2.0,Northern,Russian Hill
-122.42490392101432,37.778071866184376,5.0,Northern,Hayes Valley
-122.42487189095836,37.79460729485547,2.0,Northern,Pacific Heights
-122.42487023127988,37.73901139480088,8.0,Ingleside,Glen Park
-122.4248631979599,37.7598935187085,8.0,Mission,Mission
-122.42485842366148,37.78619642719614,5.0,Northern,Japantown
-122.42485259980006,37.770747744629546,8.0,Southern,Mission
-122.42484502575904,37.74863258701727,8.0,Mission,Mission
-122.42482269321782,37.75507498221517,8.0,Mission,Mission
-122.42480887808776,37.77760186109504,5.0,Northern,Hayes Valley
-122.42476828256042,37.74783030336125,8.0,Mission,Noe Valley
-122.42473126057588,37.80228098253618,3.0,Northern,Marina
-122.42471756397674,37.77713966088547,5.0,Northern,Hayes Valley
-122.42470256281636,37.73536986969816,9.0,Ingleside,Bernal Heights
-122.4246941448878,37.7937260211742,2.0,Northern,Pacific Heights
-122.42468979533427,37.747033402071466,8.0,Mission,Noe Valley
-122.424687041478,37.785334621209216,2.0,Northern,Western Addition
-122.42466749806354,37.75347051610116,8.0,Mission,Mission
-122.42465618328696,37.71713189356429,10.0,Ingleside,McLaren Park
-122.42460279407317,37.74624139914994,8.0,Ingleside,Noe Valley
-122.42458109059116,37.76973469514724,8.0,Mission,Mission
-122.4245743772658,37.764754942187125,8.0,Mission,Mission
-122.42457075937116,37.7691336641169,8.0,Mission,Mission
-122.42456501267134,37.77620139876534,5.0,Northern,Hayes Valley
-122.4245503894076,37.7101018594248,11.0,Ingleside,Excelsior
-122.4245389663778,37.74543571560763,8.0,Ingleside,Noe Valley
-122.42453832626389,37.80130371865117,3.0,Northern,Marina
-122.42451978664712,37.75187956642842,8.0,Mission,Mission
-122.42451795190824,37.792841413380785,2.0,Northern,Pacific Heights
-122.42451370094967,37.776687555001864,5.0,Northern,Hayes Valley
-122.4244750185801,37.76914818040552,9.0,Mission,Mission
-122.42446626401404,37.73606117177687,8.0,Ingleside,Bernal Heights
-122.42445920936676,37.74463599762967,8.0,Ingleside,Noe Valley
-122.4244426606484,37.75670181862707,8.0,Mission,Mission
-122.42442416173677,37.76862931365704,8.0,Mission,Mission
-122.42441169103962,37.76800642408289,8.0,Mission,Mission
-122.42438696500793,37.77527093082994,5.0,Northern,Hayes Valley
-122.42438486441208,37.74383821533797,8.0,Ingleside,Noe Valley
-122.42435866871052,37.800415026237054,3.0,Northern,Russian Hill
-122.42434051792851,37.79196536826223,2.0,Northern,Pacific Heights
-122.4243093706563,37.74303475414267,8.0,Ingleside,Noe Valley
-122.42429481397212,37.78339985751909,2.0,Northern,Western Addition
-122.42428976309424,37.75510576220189,8.0,Mission,Mission
-122.42427318681509,37.7762385956417,5.0,Northern,Hayes Valley
-122.42425811457072,37.76640576627656,8.0,Mission,Mission
-122.42423508432184,37.73673747890443,8.0,Ingleside,Bernal Heights
-122.42423327853184,37.74223630077866,8.0,Ingleside,Noe Valley
-122.4241991384442,37.77433621513843,5.0,Northern,Hayes Valley
-122.42419868721528,37.728735552499735,11.0,Ingleside,Excelsior
-122.4241705655949,37.7994845314223,3.0,Northern,Russian Hill
-122.42416146296824,37.79108130313807,2.0,Northern,Pacific Heights
-122.42414418040734,37.72481409796396,11.0,Ingleside,Excelsior
-122.42413709748074,37.74033565361953,8.0,Ingleside,Bernal Heights
-122.42413623606282,37.75350307437521,8.0,Mission,Mission
-122.42413477891148,37.72594540709011,11.0,Ingleside,Excelsior
-122.42410820197163,37.782477050575544,2.0,Northern,Western Addition
-122.42410268505228,37.764783451283925,8.0,Mission,Mission
-122.42407457241552,37.77531069526656,5.0,Northern,Hayes Valley
-122.42404014973928,37.73740624597639,8.0,Ingleside,Bernal Heights
-122.42401188931024,37.77340397259702,5.0,Ingleside,Hayes Valley
-122.42398839864852,37.751911293506055,8.0,Mission,Mission
-122.42398347147704,37.72408315550561,11.0,Ingleside,Excelsior
-122.42398214567396,37.79855245267023,3.0,Northern,Russian Hill
-122.42398155607304,37.763965996140094,9.0,Mission,Mission
-122.42397496619338,37.79016047050102,2.0,Northern,Pacific Heights
-122.42397338541625,37.771369004996274,8.0,Mission,Mission
-122.42395924405317,37.76316782362078,9.0,Mission,Mission
-122.42394878514354,37.738843283983186,9.0,Southern,Bernal Heights
-122.42394205089204,37.7408888471284,8.0,Ingleside,Bernal Heights
-122.4239265643018,37.762341011713026,9.0,Mission,Mission
-122.42391320822207,37.756733700664846,8.0,Mission,Mission
-122.42390570681654,37.77066120360661,8.0,Southern,Mission
-122.42388674846684,37.77437597919173,5.0,Northern,Hayes Valley
-122.4238523248338,37.73456337223002,9.0,Ingleside,Bernal Heights
-122.42383685210716,37.72633727799934,11.0,Ingleside,Excelsior
-122.4238298520546,37.750304482493554,8.0,Mission,Mission
-122.42382522763069,37.78107768298222,5.0,Northern,Western Addition
-122.42382147625192,37.76978028589325,8.0,Southern,Mission
-122.42380067197968,37.76156567221035,9.0,Mission,Mission
-122.42379764036392,37.72950940703675,11.0,Ingleside,Excelsior
-122.42379296546004,37.7976165808776,3.0,Northern,Russian Hill
-122.4237810816376,37.789203138929935,2.0,Northern,Western Addition
-122.42375838019731,37.77295739162965,6.0,Northern,Hayes Valley
-122.42375718949476,37.75513651953613,8.0,Mission,Mission
